GENE	DEGREE	NUM_SAMPLE_DEREGULATED	FREQUENCY_SAMPLE_DEREGULATED	NUM_SAMPLE_EXPLAINED	NUM_SAMPLE_EXPLAINED	FREQUENCY_SAMPLE_EXPLAINED	EXPLAINED\DEREGULATED	IS_PHENOTYPE
ITPR3_UP	32	8	0.02	4	0.01	0.50	N	0.00000
IVL_UP	11	3	0.01	3	0.01	1.00	N	0.00000
JAG1_UP	17	126	0.38	19	0.06	0.15	N	0.00000
JAM2_UP	20	71	0.22	11	0.03	0.15	N	0.00000
JARID1B_UP	4	7	0.02	1	0.00	0.14	N	0.00000
JUN_UP	359	3	0.01	3	0.01	1.00	N	0.00000
JUNB_UP	34	13	0.04	7	0.02	0.54	N	0.00000
JUND_UP	40	1	0.00	1	0.00	1.00	N	0.00000
JUP_UP	62	16	0.05	13	0.04	0.81	N	0.00000
KAL1_UP	1	11	0.03	10	0.03	0.91	N	0.00000
KATNA1_UP	5	5	0.02	3	0.01	0.60	N	0.00000
KCND2_UP	5	53	0.16	4	0.01	0.08	N	0.00000
KCNE4_UP	2	65	0.20	1	0.00	0.02	N	0.00000
KCNIP1_UP	6	27	0.08	4	0.01	0.15	N	0.00000
KCNJ15_UP	1	4	0.01	1	0.00	0.25	N	0.00000
KCNJ16_UP	3	72	0.22	1	0.00	0.01	N	0.00000
KCNJ8_UP	3	19	0.06	1	0.00	0.05	N	0.00000
KCNMB1_UP	2	53	0.16	2	0.01	0.04	N	0.00000
KCNN2_UP	4	19	0.06	1	0.00	0.05	N	0.00000
KCNS3_UP	1	7	0.02	1	0.00	0.14	N	0.00000
KDELR1_UP	19	23	0.07	6	0.02	0.26	N	0.00000
KDELR2_UP	18	234	0.71	53	0.16	0.23	N	0.00000
KDELR3_UP	19	14	0.04	3	0.01	0.21	N	0.00000
KDR_UP	88	19	0.06	17	0.05	0.89	N	0.00000
KIF11_UP	12	122	0.37	17	0.05	0.14	N	0.00000
KIF14_UP	6	34	0.10	11	0.03	0.32	N	0.00000
KIF15_UP	3	124	0.38	28	0.09	0.23	Y	0.00000
KIF18A_UP	77	19	0.06	5	0.02	0.26	N	0.00000
KIF1C_UP	3	1	0.00	1	0.00	1.00	N	0.00000
KIF20A_UP	8	131	0.40	22	0.07	0.17	N	0.00000
KIF23_UP	14	65	0.20	13	0.04	0.20	N	0.00000
KIF2C_UP	84	66	0.20	62	0.19	0.94	N	0.00000
KIF4A_UP	3	181	0.55	3	0.01	0.02	N	0.00000
KIFC1_UP	25	7	0.02	4	0.01	0.57	N	0.00000
KIT_UP	71	8	0.02	6	0.02	0.75	N	0.00000
KL_UP	26	4	0.01	2	0.01	0.50	N	0.00000
KLF5_UP	12	18	0.05	1	0.00	0.06	N	0.00000
KLF6_UP	4	36	0.11	10	0.03	0.28	N	0.00000
KLRB1_UP	2	3	0.01	2	0.01	0.67	N	0.00000
KLRC3_UP	13	29	0.09	4	0.01	0.14	N	0.00000
KLRK1_UP	16	13	0.04	4	0.01	0.31	N	0.00000
KNTC1_UP	78	32	0.10	9	0.03	0.28	N	0.00000
KPNA2_UP	50	10	0.03	10	0.03	1.00	N	0.00000
KPNA4_UP	8	9	0.03	1	0.00	0.11	N	0.00000
KRT1_UP	11	1	0.00	1	0.00	1.00	N	0.00000
KRT13_UP	3	7	0.02	5	0.02	0.71	N	0.00000
KRT14_UP	10	7	0.02	5	0.02	0.71	N	0.00000
KRT15_UP	8	8	0.02	7	0.02	0.88	N	0.00000
KRT16_UP	10	6	0.02	6	0.02	1.00	N	0.00000
KRT17_UP	9	9	0.03	8	0.02	0.89	N	0.00000
KRT18_UP	20	32	0.10	22	0.07	0.69	Y	0.00000
KRT19_UP	8	26	0.08	21	0.06	0.81	Y	0.00000
KRT5_UP	17	9	0.03	7	0.02	0.78	N	0.00000
KRT6A_UP	2	10	0.03	7	0.02	0.70	N	0.00000
KRT6B_UP	3	8	0.02	7	0.02	0.88	N	0.00000
KRT7_UP	3	2	0.01	2	0.01	1.00	N	0.00000
KRT8_UP	14	29	0.09	21	0.06	0.72	Y	0.00000
LAMA2_UP	142	54	0.16	52	0.16	0.96	N	0.00000
LAMA3_UP	145	14	0.04	12	0.04	0.86	N	0.00000
LAMA4_UP	145	10	0.03	10	0.03	1.00	N	0.00000
LAMA5_UP	143	13	0.04	12	0.04	0.92	N	0.00000
LAMB1_UP	146	149	0.45	134	0.41	0.90	N	0.00000
LAMB2_UP	142	70	0.21	66	0.20	0.94	N	0.00000
LAMB3_UP	143	15	0.05	14	0.04	0.93	N	0.00000
LAMC1_UP	132	155	0.47	143	0.44	0.92	Y	0.00000
LAMC2_UP	144	4	0.01	4	0.01	1.00	N	0.00000
LAMC3_UP	143	9	0.03	7	0.02	0.78	N	0.00000
LAPTM5_UP	22	86	0.26	80	0.24	0.93	N	0.00000
LAT_UP	77	1	0.00	1	0.00	1.00	N	0.00000
LAT2_UP	15	1	0.00	1	0.00	1.00	N	0.00000
LBP_UP	8	4	0.01	1	0.00	0.25	N	0.00000
LBR_UP	4	145	0.44	44	0.13	0.30	N	0.00000
LCK_UP	213	3	0.01	3	0.01	1.00	N	0.00000
LCN2_UP	1	17	0.05	1	0.00	0.06	N	0.00000
LCP1_UP	18	18	0.05	15	0.05	0.83	N	0.00000
LCP2_UP	94	35	0.11	31	0.09	0.89	N	0.00000
LDLR_UP	15	9	0.03	8	0.02	0.89	N	0.00000
LEFTY2_UP	20	61	0.19	8	0.02	0.13	N	0.00000
LEPR_UP	28	2	0.01	1	0.00	0.50	N	0.00000
LGALS3_UP	4	51	0.16	1	0.00	0.02	N	0.00000
LGALS3BP_UP	10	129	0.39	88	0.27	0.68	Y	0.00000
LGMN_UP	3	15	0.05	7	0.02	0.47	N	0.00000
LIFR_UP	23	18	0.05	3	0.01	0.17	N	0.00000
LIG1_UP	13	1	0.00	1	0.00	1.00	N	0.00000
LILRB1_UP	11	28	0.09	19	0.06	0.68	N	0.00000
LILRB2_UP	7	8	0.02	5	0.02	0.62	N	0.00000
LILRB4_UP	3	18	0.05	1	0.00	0.06	N	0.00000
LIMA1_UP	6	289	0.88	13	0.04	0.04	N	0.00000
LIMD1_UP	5	17	0.05	3	0.01	0.18	N	0.00000
LIMK2_UP	14	1	0.00	1	0.00	1.00	N	0.00000
LIMS1_UP	106	77	0.23	37	0.11	0.48	N	0.00000
LIPG_UP	2	41	0.12	14	0.04	0.34	N	0.00000
LITAF_UP	1	41	0.12	10	0.03	0.24	N	0.00000
LLGL2_UP	6	6	0.02	1	0.00	0.17	N	0.00000
LMAN1_UP	3	3	0.01	2	0.01	0.67	N	0.00000
LMNA_UP	11	10	0.03	3	0.01	0.30	N	0.00000
LMNB1_UP	11	109	0.33	98	0.30	0.90	Y	0.00000
LMNB2_UP	6	26	0.08	24	0.07	0.92	N	0.00000
LMO1_UP	10	16	0.05	2	0.01	0.12	N	0.00000
LMO2_UP	15	45	0.14	19	0.06	0.42	N	0.00000
LOR_UP	5	1	0.00	1	0.00	1.00	N	0.00000
LOX_UP	2	50	0.15	3	0.01	0.06	N	0.00000
LPL_UP	24	237	0.72	68	0.21	0.29	N	0.00000
LPP_UP	4	1	0.00	1	0.00	1.00	N	0.00000
LPXN_UP	6	16	0.05	9	0.03	0.56	N	0.00000
LRIG1_UP	2	22	0.07	5	0.02	0.23	N	0.00000
LRP1_UP	59	17	0.05	17	0.05	1.00	N	0.00000
LRP10_UP	10	29	0.09	15	0.05	0.52	N	0.00000
LRP2_UP	38	1	0.00	1	0.00	1.00	N	0.00000
LRP4_UP	10	3	0.01	1	0.00	0.33	N	0.00000
LRP5_UP	78	6	0.02	6	0.02	1.00	N	0.00000
LSM1_UP	8	1	0.00	1	0.00	1.00	N	0.00000
LSM2_UP	116	41	0.12	17	0.05	0.41	N	0.00000
LSM5_UP	10	131	0.40	6	0.02	0.05	N	0.00000
LSM7_UP	9	123	0.38	5	0.02	0.04	N	0.00000
LSM8_UP	8	52	0.16	4	0.01	0.08	N	0.00000
LSP1_UP	8	11	0.03	1	0.00	0.09	N	0.00000
LST1_UP	6	38	0.12	17	0.05	0.45	N	0.00000
LTA_UP	17	1	0.00	1	0.00	1.00	N	0.00000
LTB_UP	24	3	0.01	2	0.01	0.67	N	0.00000
LTBP1_UP	10	55	0.17	23	0.07	0.42	N	0.00000
LTBP3_UP	4	43	0.13	3	0.01	0.07	N	0.00000
LTF_UP	8	214	0.65	40	0.12	0.19	N	0.00000
LUM_UP	7	190	0.58	40	0.12	0.21	N	0.00000
LY86_UP	5	28	0.09	6	0.02	0.21	N	0.00000
LY96_UP	27	207	0.63	51	0.16	0.25	N	0.00000
LYN_UP	164	63	0.19	58	0.18	0.92	N	0.00000
LYPLA1_UP	1	140	0.43	6	0.02	0.04	N	0.00000
LYZ_UP	2	256	0.78	31	0.09	0.12	N	0.00000
M6PRBP1_UP	3	145	0.44	6	0.02	0.04	N	0.00000
MAD2L1_UP	145	184	0.56	123	0.38	0.67	N	0.00000
MAFF_UP	4	50	0.15	2	0.01	0.04	N	0.00000
MAGOH_UP	136	4	0.01	2	0.01	0.50	N	0.00000
MALT1_UP	18	23	0.07	2	0.01	0.09	N	0.00000
MAP3K1_UP	104	3	0.01	2	0.01	0.67	N	0.00000
MAP3K14_UP	60	4	0.01	3	0.01	0.75	N	0.00000
MAP3K7_UP	102	2	0.01	2	0.01	1.00	N	0.00000
MAP3K8_UP	34	39	0.12	22	0.07	0.56	N	0.00000
MAP4K1_UP	34	1	0.00	1	0.00	1.00	N	0.00000
MAP4K3_UP	8	9	0.03	2	0.01	0.22	N	0.00000
MAPK13_UP	104	15	0.05	15	0.05	1.00	N	0.00000
MAPK14_UP	374	2	0.01	2	0.01	1.00	N	0.00000
MAPRE1_UP	141	8	0.02	4	0.01	0.50	N	0.00000
MARS_UP	10	6	0.02	1	0.00	0.17	N	0.00000
MATN2_UP	7	215	0.66	125	0.38	0.58	Y	0.00000
MATN3_UP	2	2	0.01	1	0.00	0.50	N	0.00000
MCAM_UP	3	28	0.09	5	0.02	0.18	N	0.00000
MCC_UP	24	22	0.07	6	0.02	0.27	N	0.00000
MCL1_UP	15	4	0.01	2	0.01	0.50	N	0.00000
MCM10_UP	32	29	0.09	28	0.09	0.97	N	0.00000
MCM2_UP	52	193	0.59	174	0.53	0.90	Y	0.00000
MCM3_UP	51	53	0.16	51	0.16	0.96	Y	0.00000
MCM4_UP	46	21	0.06	20	0.06	0.95	N	0.00000
MCM5_UP	53	89	0.27	82	0.25	0.92	Y	0.00000
MCM6_UP	46	56	0.17	51	0.16	0.91	N	0.00000
MCM7_UP	58	155	0.47	133	0.41	0.86	Y	0.00000
MDFIC_UP	1	23	0.07	11	0.03	0.48	N	0.00000
MDK_UP	11	214	0.65	42	0.13	0.20	N	0.00000
MDM2_UP	61	16	0.05	12	0.04	0.75	N	0.00000
MDM4_UP	10	10	0.03	7	0.02	0.70	N	0.00000
MED13L_UP	29	1	0.00	1	0.00	1.00	N	0.00000
MED17_UP	38	22	0.07	13	0.04	0.59	N	0.00000
MED20_UP	27	1	0.00	1	0.00	1.00	N	0.00000
MED21_UP	37	2	0.01	1	0.00	0.50	N	0.00000
MED23_UP	36	6	0.02	4	0.01	0.67	N	0.00000
MED28_UP	28	115	0.35	20	0.06	0.17	N	0.00000
MEIS1_UP	35	67	0.20	17	0.05	0.25	N	0.00000
MELK_UP	14	262	0.80	182	0.55	0.69	Y	0.00000
MEOX1_UP	3	3	0.01	1	0.00	0.33	N	0.00000
MEOX2_UP	2	205	0.62	2	0.01	0.01	N	0.00000
MERTK_UP	9	12	0.04	6	0.02	0.50	N	0.00000
MET_UP	106	6	0.02	5	0.02	0.83	N	0.00000
MFAP2_UP	3	55	0.17	15	0.05	0.27	N	0.00000
MFAP5_UP	1	15	0.05	7	0.02	0.47	N	0.00000
MFGE8_UP	5	2	0.01	1	0.00	0.50	N	0.00000
MGP_UP	4	134	0.41	95	0.29	0.71	Y	0.00000
MICAL1_UP	16	2	0.01	1	0.00	0.50	N	0.00000
MICALL1_UP	99	9	0.03	4	0.01	0.44	N	0.00000
MIS12_UP	77	26	0.08	8	0.02	0.31	N	0.00000
MITF_UP	40	1	0.00	1	0.00	1.00	N	0.00000
MKI67_UP	4	23	0.07	18	0.05	0.78	Y	0.00000
MLC1_UP	15	11	0.03	1	0.00	0.09	N	0.00000
MLF1IP_UP	78	295	0.90	53	0.16	0.18	N	0.00000
MLPH_UP	1	20	0.06	19	0.06	0.95	N	0.00000
MME_UP	8	12	0.04	1	0.00	0.08	N	0.00000
MMP1_UP	36	35	0.11	30	0.09	0.86	N	0.00000
MMP12_UP	21	36	0.11	23	0.07	0.64	N	0.00000
MMP13_UP	31	5	0.02	2	0.01	0.40	N	0.00000
MMP14_UP	50	2	0.01	2	0.01	1.00	N	0.00000
MMP2_UP	76	183	0.56	154	0.47	0.84	N	0.00000
MMP3_UP	24	6	0.02	6	0.02	1.00	N	0.00000
MMP7_UP	37	58	0.18	44	0.13	0.76	N	0.00000
MMP8_UP	20	1	0.00	1	0.00	1.00	N	0.00000
MMP9_UP	67	116	0.35	94	0.29	0.81	N	0.00000
MMRN1_UP	9	5	0.02	4	0.01	0.80	N	0.00000
MNAT1_UP	104	1	0.00	1	0.00	1.00	N	0.00000
MNDA_UP	6	86	0.26	28	0.09	0.33	Y	0.00000
MPHOSPH1_UP	3	6	0.02	3	0.01	0.50	N	0.00000
MPP5_UP	7	9	0.03	1	0.00	0.11	N	0.00000
MS4A1_UP	9	2	0.01	2	0.01	1.00	N	0.00000
MSH2_UP	26	3	0.01	3	0.01	1.00	N	0.00000
MSH6_UP	17	1	0.00	1	0.00	1.00	N	0.00000
MSN_UP	29	251	0.77	215	0.66	0.86	Y	0.00000
MST1_UP	17	4	0.01	1	0.00	0.25	N	0.00000
MST1R_UP	24	3	0.01	1	0.00	0.33	N	0.00000
MSTN_UP	17	56	0.17	4	0.01	0.07	N	0.00000
MSX1_UP	19	66	0.20	21	0.06	0.32	N	0.00000
MSX2_UP	11	2	0.01	1	0.00	0.50	N	0.00000
MTTP_UP	7	21	0.06	6	0.02	0.29	N	0.00000
MUC1_UP	16	19	0.06	11	0.03	0.58	N	0.00000
MVP_UP	2	59	0.18	28	0.09	0.47	Y	0.00000
MX1_UP	3	51	0.16	3	0.01	0.06	N	0.00000
MX2_UP	1	38	0.12	3	0.01	0.08	N	0.00000
MXRA5_UP	1	119	0.36	12	0.04	0.10	N	0.00000
MXRA8_UP	1	22	0.07	2	0.01	0.09	N	0.00000
MYB_UP	52	10	0.03	4	0.01	0.40	N	0.00000
MYBL1_UP	21	73	0.22	11	0.03	0.15	N	0.00000
MYBL2_UP	35	7	0.02	7	0.02	1.00	N	0.00000
MYBPC1_UP	30	13	0.04	6	0.02	0.46	N	0.00000
MYC_UP	161	116	0.35	105	0.32	0.91	Y	0.00000
MYCBP_UP	3	26	0.08	2	0.01	0.08	N	0.00000
MYD88_UP	40	87	0.27	26	0.08	0.30	N	0.00000
MYH11_UP	10	8	0.02	1	0.00	0.12	N	0.00000
MYH9_UP	29	16	0.05	12	0.04	0.75	N	0.00000
MYL9_UP	17	54	0.16	28	0.09	0.52	N	0.00000
MYLK_UP	36	16	0.05	11	0.03	0.69	N	0.00000
MYO1B_UP	8	45	0.14	4	0.01	0.09	N	0.00000
MYO1D_UP	8	14	0.04	2	0.01	0.14	N	0.00000
MYO1E_UP	12	10	0.03	2	0.01	0.20	N	0.00000
MYO1F_UP	14	20	0.06	17	0.05	0.85	N	0.00000
MYO5C_UP	8	28	0.09	1	0.00	0.04	N	0.00000
NAGA_UP	4	8	0.02	1	0.00	0.12	N	0.00000
NAP1L1_UP	43	1	0.00	1	0.00	1.00	N	0.00000
NAT1_UP	4	58	0.18	2	0.01	0.03	N	0.00000
NCAN_UP	6	2	0.01	2	0.01	1.00	Y	0.00000
NCAPD2_UP	18	91	0.28	23	0.07	0.25	N	0.00000
NCAPG_UP	5	98	0.30	19	0.06	0.19	N	0.00000
NCAPH_UP	5	17	0.05	3	0.01	0.18	N	0.00000
NCBP1_UP	169	8	0.02	3	0.01	0.38	N	0.00000
NCBP2_UP	167	4	0.01	2	0.01	0.50	N	0.00000
NCF1_UP	22	4	0.01	1	0.00	0.25	N	0.00000
NCF2_UP	25	63	0.19	53	0.16	0.84	N	0.00000
NCF4_UP	22	23	0.07	20	0.06	0.87	N	0.00000
NCK1_UP	91	12	0.04	10	0.03	0.83	N	0.00000
NCOA3_UP	33	2	0.01	1	0.00	0.50	N	0.00000
NCSTN_UP	40	35	0.11	33	0.10	0.94	N	0.00000
NDC80_UP	80	131	0.40	39	0.12	0.30	N	0.00000
NEB_UP	32	3	0.01	1	0.00	0.33	N	0.00000
NEDD4_UP	13	18	0.05	5	0.02	0.28	N	0.00000
NEDD9_UP	21	22	0.07	10	0.03	0.45	N	0.00000
NEK11_UP	3	4	0.01	2	0.01	0.50	N	0.00000
NEK2_UP	102	17	0.05	15	0.05	0.88	N	0.00000
NES_UP	3	282	0.86	38	0.12	0.13	N	0.00000
NEUROD1_UP	14	22	0.07	2	0.01	0.09	N	0.00000
NFASC_UP	5	2	0.01	1	0.00	0.50	Y	0.00000
NFIC_UP	117	11	0.03	11	0.03	1.00	N	0.00000
NFKB1_UP	277	5	0.02	5	0.02	1.00	N	0.00000
NFKBIA_UP	84	1	0.00	1	0.00	1.00	N	0.00000
NGFR_UP	77	22	0.07	14	0.04	0.64	N	0.00000
NHLH1_UP	6	11	0.03	2	0.01	0.18	N	0.00000
NID1_UP	20	189	0.58	160	0.49	0.85	Y	0.00000
NID2_UP	6	157	0.48	132	0.40	0.84	Y	0.00000
NKX2-1_UP	19	3	0.01	1	0.00	0.33	N	0.00000
NKX2-2_UP	11	73	0.22	10	0.03	0.14	N	0.00000
NMB_UP	23	249	0.76	14	0.04	0.06	N	0.00000
NMI_UP	17	238	0.73	13	0.04	0.05	N	0.00000
NNMT_UP	2	218	0.66	75	0.23	0.34	N	0.00000
NOD2_UP	7	8	0.02	5	0.02	0.62	N	0.00000
NONO_UP	37	13	0.04	6	0.02	0.46	N	0.00000
NOTCH1_UP	90	18	0.05	14	0.04	0.78	N	0.00000
NOTCH2_UP	63	6	0.02	5	0.02	0.83	N	0.00000
NOTCH4_UP	53	5	0.02	4	0.01	0.80	N	0.00000
NOX4_UP	4	62	0.19	1	0.00	0.02	N	0.00000
NP_UP	3	141	0.43	32	0.10	0.23	Y	0.00000
NPM1_UP	94	10	0.03	10	0.03	1.00	N	0.00000
NPR1_UP	13	1	0.00	1	0.00	1.00	N	0.00000
NPY2R_UP	3	3	0.01	1	0.00	0.33	N	0.00000
NQO1_UP	6	18	0.05	6	0.02	0.33	N	0.00000
NR0B1_UP	8	33	0.10	2	0.01	0.06	N	0.00000
NRAS_UP	147	137	0.42	125	0.38	0.91	Y	0.00000
NRIP1_UP	26	5	0.02	1	0.00	0.20	N	0.00000
NRP1_UP	16	4	0.01	2	0.01	0.50	N	0.00000
NTRK1_UP	70	2	0.01	1	0.00	0.50	N	0.00000
NUAK2_UP	3	18	0.05	1	0.00	0.06	N	0.00000
NUCB2_UP	1	11	0.03	4	0.01	0.36	N	0.00000
NUDT21_UP	107	15	0.05	4	0.01	0.27	N	0.00000
NUP107_UP	146	104	0.32	35	0.11	0.34	N	0.00000
NUP155_UP	79	27	0.08	3	0.01	0.11	N	0.00000
NUP205_UP	78	123	0.38	27	0.08	0.22	N	0.00000
NUP37_UP	146	227	0.69	74	0.23	0.33	N	0.00000
NUP43_UP	146	17	0.05	7	0.02	0.41	N	0.00000
NUP54_UP	82	38	0.12	9	0.03	0.24	N	0.00000
NUP85_UP	146	6	0.02	1	0.00	0.17	N	0.00000
NUP88_UP	78	14	0.04	4	0.01	0.29	N	0.00000
NUP93_UP	80	27	0.08	6	0.02	0.22	N	0.00000
NUPL2_UP	79	15	0.05	2	0.01	0.13	N	0.00000
NUPR1_UP	1	117	0.36	1	0.00	0.01	N	0.00000
NUSAP1_UP	1	285	0.87	4	0.01	0.01	N	0.00000
NXT1_UP	6	111	0.34	2	0.01	0.02	N	0.00000
OAS1_UP	1	70	0.21	3	0.01	0.04	N	0.00000
OAS2_UP	2	25	0.08	1	0.00	0.04	N	0.00000
OAS3_UP	1	67	0.20	2	0.01	0.03	N	0.00000
OASL_UP	3	17	0.05	2	0.01	0.12	N	0.00000
OCLN_UP	12	4	0.01	1	0.00	0.25	N	0.00000
ODC1_UP	50	31	0.09	2	0.01	0.06	N	0.00000
OGT_UP	5	4	0.01	1	0.00	0.25	N	0.00000
OLR1_UP	5	79	0.24	7	0.02	0.09	N	0.00000
ORC1L_UP	87	2	0.01	2	0.01	1.00	N	0.00000
ORC2L_UP	42	4	0.01	4	0.01	1.00	N	0.00000
ORC3L_UP	42	1	0.00	1	0.00	1.00	N	0.00000
ORC6L_UP	43	14	0.04	13	0.04	0.93	N	0.00000
OSBPL8_UP	10	2	0.01	1	0.00	0.50	N	0.00000
OSMR_UP	16	47	0.14	13	0.04	0.28	N	0.00000
P2RX4_UP	4	7	0.02	3	0.01	0.43	N	0.00000
P2RX7_UP	4	11	0.03	2	0.01	0.18	N	0.00000
P2RY10_UP	4	1	0.00	1	0.00	1.00	N	0.00000
P4HA1_UP	2	149	0.45	2	0.01	0.01	N	0.00000
P4HA2_UP	2	23	0.07	3	0.01	0.13	N	0.00000
P4HB_UP	13	142	0.43	12	0.04	0.08	N	0.00000
PAH_UP	3	3	0.01	1	0.00	0.33	N	0.00000
PAK2_UP	134	28	0.09	25	0.08	0.89	N	0.00000
PALLD_UP	4	51	0.16	28	0.09	0.55	N	0.00000
PARD3_UP	25	1	0.00	1	0.00	1.00	N	0.00000
PARP4_UP	2	144	0.44	33	0.10	0.23	N	0.00000
PAX1_UP	8	2	0.01	1	0.00	0.50	N	0.00000
PAX8_UP	13	4	0.01	3	0.01	0.75	N	0.00000
PBK_UP	16	279	0.85	185	0.56	0.66	Y	0.00000
PBX3_UP	7	87	0.27	11	0.03	0.13	N	0.00000
PCAF_UP	123	17	0.05	11	0.03	0.65	N	0.00000
PCDH12_UP	105	11	0.03	3	0.01	0.27	N	0.00000
PCDH8_UP	105	3	0.01	3	0.01	1.00	Y	0.00000
PCDHA9_UP	105	3	0.01	1	0.00	0.33	N	0.00000
PCDHB12_UP	105	1	0.00	1	0.00	1.00	N	0.00000
PCDHGA10_UP	105	1	0.00	1	0.00	1.00	N	0.00000
PCDHGA8_UP	105	3	0.01	2	0.01	0.67	N	0.00000
PCDHGB6_UP	105	1	0.00	1	0.00	1.00	N	0.00000
PCK1_UP	21	4	0.01	1	0.00	0.25	N	0.00000
PCK2_UP	16	9	0.03	1	0.00	0.11	N	0.00000
PCNA_UP	85	250	0.76	207	0.63	0.83	Y	0.00000
PCOLCE_UP	3	86	0.26	61	0.19	0.71	N	0.00000
PCSK5_UP	10	30	0.09	2	0.01	0.07	N	0.00000
PDGFA_UP	71	6	0.02	6	0.02	1.00	N	0.00000
PDGFC_UP	17	81	0.25	59	0.18	0.73	Y	0.00000
PDGFD_UP	19	79	0.24	59	0.18	0.75	Y	0.00000
PDGFRA_UP	90	28	0.09	21	0.06	0.75	Y	0.00000
PDGFRB_UP	87	3	0.01	2	0.01	0.67	N	0.00000
PDIA3_UP	11	1	0.00	1	0.00	1.00	N	0.00000
PDIA4_UP	6	220	0.67	17	0.05	0.08	N	0.00000
PDIA6_UP	3	207	0.63	10	0.03	0.05	N	0.00000
PDLIM4_UP	1	6	0.02	2	0.01	0.33	N	0.00000
PDLIM5_UP	1	3	0.01	1	0.00	0.33	N	0.00000
PELO_UP	5	1	0.00	1	0.00	1.00	N	0.00000
PENK_UP	33	4	0.01	1	0.00	0.25	N	0.00000
PEO1_UP	1	3	0.01	1	0.00	0.33	N	0.00000
PER1_UP	13	1	0.00	1	0.00	1.00	N	0.00000
PERP_UP	1	36	0.11	13	0.04	0.36	N	0.00000
PF4_UP	36	6	0.02	1	0.00	0.17	N	0.00000
PGF_UP	20	17	0.05	6	0.02	0.35	N	0.00000
PHKA1_UP	19	12	0.04	4	0.01	0.33	N	0.00000
PHKA2_UP	19	1	0.00	1	0.00	1.00	N	0.00000
PHKG1_UP	19	11	0.03	1	0.00	0.09	N	0.00000
PIAS3_UP	36	3	0.01	3	0.01	1.00	N	0.00000
PIK3C2B_UP	70	6	0.02	6	0.02	1.00	N	0.00000
PIK3C2G_UP	80	1	0.00	1	0.00	1.00	N	0.00000
PIK3C3_UP	76	7	0.02	7	0.02	1.00	N	0.00000
PIK3CA_UP	327	26	0.08	26	0.08	1.00	N	0.00000
PIM1_UP	15	2	0.01	1	0.00	0.50	N	0.00000
PIP4K2C_UP	38	3	0.01	2	0.01	0.67	N	0.00000
PIP5K1A_UP	51	1	0.00	1	0.00	1.00	N	0.00000
PIR_UP	9	46	0.14	4	0.01	0.09	N	0.00000
PITX2_UP	15	12	0.04	1	0.00	0.08	N	0.00000
PKMYT1_UP	19	1	0.00	1	0.00	1.00	N	0.00000
PKN1_UP	30	14	0.04	5	0.02	0.36	N	0.00000
PKN2_UP	22	24	0.07	10	0.03	0.42	N	0.00000
PKP1_UP	4	4	0.01	4	0.01	1.00	N	0.00000
PKP3_UP	10	2	0.01	2	0.01	1.00	N	0.00000
PLA2G10_UP	16	3	0.01	1	0.00	0.33	N	0.00000
PLA2G2A_UP	17	126	0.38	12	0.04	0.10	N	0.00000
PLA2G4A_UP	33	118	0.36	63	0.19	0.53	N	0.00000
PLA2G5_UP	16	82	0.25	25	0.08	0.30	N	0.00000
PLAGL1_UP	2	16	0.05	4	0.01	0.25	N	0.00000
PLAT_UP	26	176	0.54	115	0.35	0.65	Y	0.00000
PLAU_UP	42	100	0.30	81	0.25	0.81	N	0.00000
PLAUR_UP	29	41	0.12	33	0.10	0.80	N	0.00000
PLCB4_UP	90	5	0.02	5	0.02	1.00	N	0.00000
PLCD1_UP	8	7	0.02	1	0.00	0.14	N	0.00000
PLCE1_UP	59	4	0.01	2	0.01	0.50	N	0.00000
PLCG2_UP	176	14	0.04	12	0.04	0.86	N	0.00000
PLCL1_UP	6	2	0.01	1	0.00	0.50	N	0.00000
PLD1_UP	22	2	0.01	1	0.00	0.50	N	0.00000
PLEC1_UP	6	4	0.01	3	0.01	0.75	N	0.00000
PLEK_UP	16	13	0.04	11	0.03	0.85	N	0.00000
PLK1_UP	252	18	0.05	18	0.05	1.00	N	0.00000
PLN_UP	13	3	0.01	2	0.01	0.67	N	0.00000
PLOD1_UP	2	138	0.42	6	0.02	0.04	N	0.00000
PLOD2_UP	4	231	0.70	8	0.02	0.03	N	0.00000
PLOD3_UP	1	20	0.06	1	0.00	0.05	N	0.00000
PLP2_UP	2	245	0.75	33	0.10	0.13	N	0.00000
PLSCR1_UP	4	180	0.55	6	0.02	0.03	N	0.00000
PLSCR4_UP	2	20	0.06	1	0.00	0.05	N	0.00000
PLTP_UP	8	173	0.53	5	0.02	0.03	N	0.00000
PLXNB3_UP	18	9	0.03	1	0.00	0.11	N	0.00000
PMAIP1_UP	4	42	0.13	18	0.05	0.43	Y	0.00000
POLA1_UP	50	13	0.04	11	0.03	0.85	N	0.00000
POLA2_UP	40	1	0.00	1	0.00	1.00	N	0.00000
POLD1_UP	26	4	0.01	4	0.01	1.00	N	0.00000
POLD2_UP	26	25	0.08	20	0.06	0.80	N	0.00000
POLD3_UP	21	7	0.02	6	0.02	0.86	N	0.00000
POLD4_UP	21	3	0.01	1	0.00	0.33	N	0.00000
POLE2_UP	37	98	0.30	89	0.27	0.91	Y	0.00000
POLI_UP	5	23	0.07	2	0.01	0.09	N	0.00000
POLR1D_UP	65	5	0.02	4	0.01	0.80	N	0.00000
POLR1E_UP	14	6	0.02	1	0.00	0.17	N	0.00000
