GENE	FREQUENCY
OR14C36	0
OR14I1	0
OR14J1	0
OR1A1	0
OR1A2	0
OR1B1	0
OR1C1	0
OR1D2	0
OR1D5	0
OR1E1	0
OR1F1	0
OR1F12	0
OR1F2	0
OR1G1	0
OR1I1	0
OR1J1	0
OR1J2	0
OR1J4	0
OR1K1	0
OR1L1	0
OR1L3	0
OR1L4	0
OR1L6	0
OR1L8	0
OR1M1	0
OR1N1	0
OR1N2	0
OR1Q1	0
OR1S1	0
OR1S2	0
OR2A1	0
OR2A12	0
OR2A14	0
OR2A2	0
OR2A25	0
OR2A4	0
OR2A5	0
OR2A7	0
OR2AE1	0
OR2AG1	0
OR2AG2	0
OR2AJ1	0
OR2AK2	0
OR2AP1	0
OR2AT4	0
OR2B11	0
OR2B2	0
OR2B3	0
OR2B6	0
OR2B8P	0
OR2C1	0
OR2C3	0
OR2D2	0
OR2D3	0
OR2F1	0
OR2F2	0
OR2G2	0
OR2G3	0
OR2G6	0
OR2H1	0
OR2H2	0
OR2I1P	0
OR2J1	0
OR2J2	0
OR2J3	0
OR2K2	0
OR2L13	0
OR2L2	0
OR2L3	0
OR2L5	0
OR2L8	0
OR2M2	0
OR2M3	0
OR2M4	0
OR2M5	0
OR2M7	0
OR2S2	0
OR2T1	0
OR2T10	0
OR2T11	0
OR2T12	0
OR2T2	0
OR2T27	0
OR2T29	0
OR2T3	0
OR2T33	0
OR2T34	0
OR2T35	0
OR2T4	0
OR2T5	0
OR2T6	0
OR2T8	0
OR2V1	0
OR2V2	0
OR2W1	0
OR2W3	0
OR2Y1	0
OR2Z1	0
OR3A1	0
OR3A2	0
OR3A3	0
OR3A4	0
OR4A15	0
OR4A16	0
OR4A47	0
OR4A4P	0
OR4A5	0
OR4A8P	0
OR4B1	0
OR4C11	0
OR4C12	0
OR4C13	0
OR4C15	0
OR4C16	0
OR4C3	0
OR4C45	0
OR4C46	0
OR4C5	0
OR4C6	0
OR4D1	0
OR4D10	0
OR4D11	0
OR4D2	0
OR4D5	0
OR4D6	0
OR4D9	0
OR4E1	0
OR4E2	0
OR4F15	0
OR4F17	0
OR4F21	0
OR4F3	0
OR4F4	0
OR4F5	0
OR4F6	0
OR4K1	0
OR4K13	0
OR4K14	0
OR4K15	0
OR4K17	0
OR4K2	0
OR4K3	0
OR4K5	0
OR4L1	0
OR4M1	0
OR4M2	0
OR4N2	0
OR4N4	0
OR4N5	0
OR4P4	0
OR4Q2	0
OR4Q3	0
OR4S1	0
OR4S2	0
OR4X1	0
OR4X2	0
OR51A2	0
OR51A4	0
OR51A7	0
OR51B2	0
OR51B4	0
OR51B5	0
OR51B6	0
OR51D1	0
OR51E1	0
OR51E2	0
OR51F1	0
OR51F2	0
OR51G1	0
OR51G2	0
OR51H1P	0
OR51I1	0
OR51I2	0
OR51J1	0
OR51L1	0
OR51M1	0
OR51Q1	0
OR51S1	0
OR51T1	0
OR51V1	0
OR52A1	0
OR52A5	0
OR52B2	0
OR52B4	0
OR52B6	0
OR52D1	0
OR52E2	0
OR52E4	0
OR52E6	0
OR52E8	0
OR52H1	0
OR52I1	0
OR52I2	0
OR52J3	0
OR52K1	0
OR52K2	0
OR52M1	0
OR52N1	0
OR52N2	0
OR52N4	0
OR52N5	0
OR52R1	0
OR52W1	0
OR56A3	0
OR56A4	0
OR56A5	0
OR56B1	0
OR56B4	0
OR5A1	0
OR5A2	0
OR5AC2	0
OR5AK2	0
OR5AN1	0
OR5AP2	0
OR5AR1	0
OR5AS1	0
OR5AU1	0
OR5B12	0
OR5B17	0
OR5B21	0
OR5B3	0
OR5C1	0
OR5D13	0
OR5D14	0
OR5D16	0
OR5D18	0
OR5F1	0
OR5H2	0
OR5H6	0
OR5I1	0
OR5J2	0
OR5K1	0
OR5K2	0
OR5L1	0
OR5L2	0
OR5M1	0
OR5M10	0
OR5M11	0
OR5M3	0
OR5M8	0
OR5M9	0
OR5P2	0
OR5P3	0
OR5R1	0
OR5T1	0
OR5T2	0
OR5T3	0
OR5V1	0
OR6A2	0
OR6B1	0
OR6B2	0
OR6B3	0
OR6C1	0
OR6C2	0
OR6C3	0
OR6C4	0
OR6C6	0
OR6C70	0
OR6C74	0
OR6C75	0
OR6C76	0
OR6F1	0
OR6K2	0
OR6K6	0
OR6M1	0
OR6N1	0
OR6N2	0
OR6Q1	0
OR6S1	0
OR6T1	0
OR6V1	0
OR6X1	0
OR6Y1	0
OR7A10	0
OR7A17	0
OR7A5	0
OR7C1	0
OR7C2	0
OR7D2	0
OR7D4	0
OR7G1	0
OR7G2	0
OR7G3	0
OR8A1	0
OR8B12	0
OR8B4	0
OR8B8	0
OR8D1	0
OR8D2	0
OR8D4	0
OR8G1	0
OR8G5	0
OR8H1	0
OR8H2	0
OR8H3	0
OR8I2	0
OR8J1	0
OR8J3	0
OR8K1	0
OR8K3	0
OR8K5	0
OR8S1	0
OR8U1	0
OR8U8	0
OR9A2	0
OR9A4	0
OR9G1	0
OR9G4	0
OR9I1	0
OR9K2	0
OR9Q1	0
OR9Q2	0
ORAI1	0
ORC1L	2
ORC2L	4
ORC3L	1
ORC4L	0
ORC5L	0
ORC6L	13
ORM1	0
OS9	0
OSBP	0
OSBP2	0
OSBPL1A	0
OSBPL2	0
OSBPL5	0
OSBPL8	1
OSM	0
OSMR	13
OSR1	0
OSTF1	0
OTUB1	0
OTUD7A	0
OTUD7B	0
OTX1	0
OTX2	0
OVGP1	0
OXSR1	0
OXT	0
OXTR	0
P2RX1	0
P2RX2	0
P2RX3	0
P2RX4	2
P2RX5	12
P2RX6	0
P2RX7	2
P2RY1	0
P2RY10	1
P2RY11	0
P2RY12	0
P2RY13	0
P2RY2	0
P2RY4	0
P2RY6	0
P4HA1	2
P4HA2	3
P4HA3	0
P4HB	12
PA2G4	0
PAAF1	0
PABPC1	0
PABPC3	0
PABPC4	0
PABPN1	1
PACS1	0
PACSIN1	0
PACSIN2	0
PACSIN3	0
PAEP	0
PAFAH1B1	4
PAFAH1B2	0
PAFAH1B3	0
PAG1	0
PAH	1
PAICS	0
PAIP1	0
PAIP2	0
PAK1	0
PAK2	25
PAK3	105
PAK4	0
PAK6	57
PAK7	59
PALLD	29
PAN2	0
PAN3	0
PANX1	0
PANX2	0
PAPD1	0
PAPOLA	0
PAPPA	0
PAPPA2	0
PAPSS1	0
PAPSS2	0
PAQR5	0
PARC	0
PARD3	1
PARD3B	0
PARD6A	0
PARD6B	0
PARD6G	0
PARG	0
PARK2	0
PARK7	0
PARN	0
PARP1	0
PARP14	0
PARP2	0
PARP3	0
PARP4	33
PARP9	0
PARVA	0
PARVB	0
PARVG	0
PASK	0
PATZ1	0
PAWR	0
PAX1	1
PAX2	0
PAX3	0
PAX4	0
PAX5	0
PAX6	21
PAX7	0
PAX8	3
PAX9	0
PAXIP1	0
PBK	185
PBRM1	0
PBX1	0
PBX2	0
PBX3	11
PBX4	0
PBXIP1	0
PC	0
PCAF	16
PCBD1	0
PCBD2	0
PCBP1	0
PCBP2	0
PCBP4	0
PCCA	0
PCCB	0
PCDH1	0
PCDH10	0
PCDH11X	0
PCDH11Y	0
PCDH12	3
PCDH15	0
PCDH17	14
PCDH18	0
PCDH19	0
PCDH21	0
PCDH24	0
PCDH7	0
PCDH8	37
PCDH9	44
PCDHA1	0
PCDHA10	0
PCDHA11	0
PCDHA12	0
PCDHA13	0
PCDHA2	0
PCDHA3	0
PCDHA4	0
PCDHA5	0
PCDHA6	0
PCDHA7	0
PCDHA8	0
PCDHA9	1
PCDHAC1	0
PCDHAC2	0
PCDHB1	0
PCDHB10	0
PCDHB11	0
PCDHB12	1
PCDHB13	0
PCDHB14	0
PCDHB15	0
PCDHB16	0
PCDHB17	0
PCDHB18	0
PCDHB2	0
PCDHB3	0
PCDHB4	0
PCDHB5	0
PCDHB6	0
PCDHB7	0
PCDHB8	0
PCDHB9	0
PCDHGA1	0
PCDHGA10	1
PCDHGA11	0
PCDHGA12	0
PCDHGA2	0
PCDHGA3	0
PCDHGA4	0
PCDHGA5	0
PCDHGA6	0
PCDHGA7	0
PCDHGA8	2
PCDHGA9	0
PCDHGB1	0
PCDHGB2	0
PCDHGB3	0
PCDHGB4	0
PCDHGB5	0
PCDHGB6	1
PCDHGB7	0
PCDHGC3	0
PCDHGC4	0
PCDHGC5	0
PCF11	0
PCGF2	0
PCGF6	0
PCK1	1
PCK2	1
PCM1	0
PCMT1	0
PCNA	207
PCNP	0
PCNT	0
PCOLCE	61
PCSK1	21
PCSK1N	14
PCSK2	35
PCSK4	0
PCSK5	2
PCSK6	0
PCSK7	0
PCTK1	0
PCTK2	0
PCTK3	0
PDAP1	0
PDC	0
PDCD1	0
PDCD10	0
PDCD11	0
PDCD1LG2	0
PDCD2	0
PDCD4	0
PDCD6	0
PDCD6IP	0
PDCD7	0
PDCL	0
PDE10A	0
PDE1A	15
PDE1B	0
PDE1C	0
PDE3A	0
PDE3B	0
PDE4A	0
PDE4B	0
PDE4C	0
PDE4D	0
PDE5A	0
PDE6A	0
PDE6B	0
PDE6C	0
PDE6D	0
PDE6G	0
PDE6H	0
PDE7A	0
PDE7B	0
PDGFA	12
PDGFB	0
PDGFC	61
PDGFD	59
PDGFRA	29
PDGFRB	2
PDHA1	1
PDHA2	0
PDHB	0
PDHX	1
PDIA2	0
PDIA3	1
PDIA4	17
PDIA6	10
PDK1	0
PDK2	0
PDK3	0
PDLIM4	2
PDLIM5	1
PDLIM7	0
PDP1	0
PDP2	0
PDPK1	0
PDPK2	0
PDPR	0
PDS5A	0
PDS5B	0
PDX1	0
PDYN	22
PDZD2	18
PDZD3	0
PDZK1	0
PEA15	0
PEBP1	0
PECAM1	0
PEF1	0
PEG3	51
PELO	1
PELP1	0
PENK	4
PEO1	1
PER1	1
PER2	0
PER3	0
PERP	13
PES1	0
PEX1	0
PEX10	0
PEX12	0
PEX13	0
PEX14	0
PEX16	0
PEX19	0
PEX26	0
PEX3	0
PEX5	0
PEX6	0
PEX7	0
PF4	1
PF4V1	0
PFDN1	0
PFDN2	1
PFDN4	0
PFDN5	0
PFDN6	0
PFKFB1	0
PFKFB2	0
PFKFB3	0
PFKFB4	0
PFKL	0
PFKM	1
PFKP	1
PFN1	0
PFN2	1
PFN3	0
PFN4	0
PFTK1	1
PFTK2	0
PGAP1	0
PGC	0
PGD	0
PGF	6
PGK1	0
PGK2	0
PGLS	0
PGM1	0
PGM5	0
PGR	0
PGRMC1	0
PHAX	0
PHB	0
PHB2	0
PHC1	0
PHC2	0
PHC3	0
PHEX	0
PHF1	0
PHF10	0
PHF12	0
PHF17	0
PHF21A	0
PHF3	0
PHF5A	0
PHKA1	4
PHKA2	1
PHKB	0
PHKG1	1
PHKG2	0
PHLDA3	0
PHLPP	0
PHOX2A	0
PHOX2B	0
PHYH	0
PI3	0
PI4KA	120
PI4KB	0
PIAS1	0
PIAS2	0
PIAS3	3
PIAS4	0
PIB5PA	0
PICALM	0
PICK1	0
PIF1	0
PIGA	0
PIGC	0
PIGF	0
PIGG	0
PIGH	0
PIGK	0
PIGM	0
PIGO	0
PIGP	0
PIGQ	0
PIGR	0
PIGS	0
PIGT	0
PIGU	0
PIGX	0
PIK3C2A	0
PIK3C2B	6
PIK3C2G	1
PIK3C3	7
PIK3CA	26
PIK3CB	0
PIK3CD	0
PIK3CG	0
PIK3R1	31
PIK3R2	0
PIK3R3	0
PIK3R4	0
PIK3R5	0
PILRA	0
PIM1	1
PIM2	0
PIN1	7
PIN4	0
PINX1	0
PIP	0
PIP4K2A	4
PIP4K2B	0
PIP4K2C	2
PIP5K1A	1
PIP5K1B	0
PIP5K1C	15
PIP5K3	0
PIPSL	0
PIR	4
PITPNA	3
PITRM1	0
PITX1	0
PITX2	1
PITX3	0
PIWIL1	0
PIWIL2	0
PIWIL4	0
PJA1	1
PJA2	0
PKD1	0
PKD2	0
PKIA	6
PKIG	0
PKLR	0
PKM2	1
PKMYT1	1
PKN1	5
PKN2	10
PKN3	0
PKNOX1	0
PKNOX2	0
PKP1	4
PKP2	0
PKP3	2
PKP4	0
PLA2G10	1
PLA2G12A	0
PLA2G12B	0
PLA2G1B	0
PLA2G2A	12
PLA2G2D	0
PLA2G2E	0
PLA2G2F	0
PLA2G3	0
PLA2G4A	63
PLA2G4B	0
PLA2G5	25
PLA2G6	0
PLA2G7	0
PLAA	0
PLAGL1	4
PLAT	115
PLAU	81
PLAUR	33
PLCB1	1
PLCB2	0
PLCB3	0
PLCB4	5
PLCD1	1
PLCD3	0
PLCD4	0
PLCE1	2
PLCG1	0
PLCG1 VARIANT PROTEIN	0
PLCG2	12
PLCH1	0
PLCL1	1
PLCL2	0
PLCZ1	0
PLD1	1
PLD2	0
PLEC1	3
PLEK	11
PLEK2	0
PLEKHA1	0
PLEKHA2	0
PLEKHA7	0
PLEKHA8	0
PLEKHB1	0
PLEKHB2	0
PLEKHG2	0
PLEKHG5	0
PLG	0
PLIN	0
PLK1	18
PLK2	5
PLK3	0
PLK4	0
PLN	2
PLOD1	6
PLOD2	8
PLOD3	1
PLP1	22
PLP2	33
PLRG1	0
PLS3	1
PLSCR1	6
PLSCR3	0
PLSCR4	2
PLTP	5
PLXNA1	0
PLXNA2	0
PLXNA3	0
PLXNA4	0
PLXNB1	0
PLXNB2	0
PLXNB3	1
PLXNC1	0
PLXND1	0
PMAIP1	18
PMCH	0
PMF1	0
PML	0
PML-RAR	0
PMP22	0
PMPCA	0
PMPCB	0
PMS1	0
PMS2	0
PMS2CL	0
PMS2L1	0
PMS2L12	0
PMS2L2	0
PMS2L5	0
PMS2L8	0
PMS4L	0
PMS5	0
PNKP	0
PNLIP	0
PNLIPRP2	0
PNMA1	0
PNN	0
PNO1	0
PNOC	16
PNPT1	0
PNRC1	0
PNRC2	0
PNUTL2	0
PODXL2	0
POFUT1	0
POLA1	11
POLA2	1
POLB	0
POLD1	4
POLD2	20
POLD3	6
POLD4	1
POLDIP3	0
POLE	0
POLE2	89
POLE3	0
POLE4	0
POLG	0
POLG2	0
POLH	0
POLI	2
POLL	0
POLR1A	0
POLR1B	0
POLR1C	0
POLR1D	4
POLR1E	1
POLR2A	0
POLR2B	0
POLR2C	0
POLR2D	2
POLR2E	0
POLR2F	0
POLR2G	0
POLR2H	3
POLR2I	1
POLR2J	0
POLR2K	1
POLR2L	0
POLR3A	0
POLR3B	0
POLR3D	0
POLR3E	0
POLR3F	0
POLR3G	0
POLR3H	0
POLR3K	0
POLRMT	0
POM121	0
POMC	0
POMP	0
POMT1	0
POMT2	0
PON1	0
POP4	0
POP5	0
POP7	0
POR	0
PORCN	0
POT1	2
POU1F1	0
POU2AF1	2
POU2F1	1
POU2F2	0
POU2F3	0
POU3F1	0
POU3F2	0
POU3F3	0
POU3F4	0
POU4F1	4
POU4F2	0
POU4F3	0
POU5F1	0
POU6F2	0
PPAN	0
PPAP2B	0
PPARA	0
PPARD	0
PPARG	5
PPARGC1A	1
PPARGC1B	0
PPAT	0
PPBP	4
PPEF1	0
PPFIA1	0
PPFIA2	13
PPFIA3	0
PPFIBP1	0
PPFIBP2	0
PPHLN1	0
PPIA	0
PPIAL4	0
PPIAL4B	0
PPIB	105
PPIC	89
PPID	0
PPIE	0
PPIF	0
PPIG	0
PPIH	0
PPIL1	0
PPIL2	0
PPIL3	0
PPL	16
PPM1A	0
PPM1B	0
PPM1D	7
PPM1F	0
PPP1CA	0
PPP1CB	9
PPP1CC	0
PPP1R12A	1
PPP1R12B	0
PPP1R13B	0
PPP1R13L	2
PPP1R14A	0
PPP1R15A	1
PPP1R1A	104
PPP1R1B	0
PPP1R2	0
PPP1R3A	0
PPP1R3B	0
PPP1R3C	9
PPP1R3D	0
PPP1R7	5
PPP1R8	0
PPP1R9A	0
PPP1R9B	0
PPP2CA	1
PPP2CB	0
PPP2R1A	5
PPP2R1B	0
PPP2R2A	0
PPP2R2B	0
PPP2R2C	0
PPP2R2D	0
PPP2R3A	0
PPP2R3B	0
PPP2R4	0
PPP2R5A	0
PPP2R5B	0
PPP2R5C	0
PPP2R5D	0
PPP2R5E	0
PPP3CA	62
PPP3CB	3
PPP3CC	0
PPP3R1	27
PPP3R2	0
PPP4C	6
PPP5C	0
PPP6C	0
PPRC1	0
PPT1	0
PPY	0
PPYR1	0
PQBP1	0
PRAF2	0
PRAM1	0
PRC1	25
PRCC	0
PRCP	1
PRDM1	0
PRDM2	0
PRDM4	0
PRDM5	0
PRDM7	0
PRDM9	0
PRDX1	0
PRDX2	1
PRDX3	1
PRDX4	4
PRDX6	0
PREB	0
PRELP	0
PREP	0
PREPL	0
PREX1	0
PREY	0
PRF1	4
PRG2	0
PRIC285	0
PRICKLE1	0
PRICKLE2	0
PRICKLE3	0
PRIM1	35
PRIM2	0
PRKAA1	1
PRKAA2	0
PRKAB1	1
PRKAB2	0
PRKACA	0
PRKACB	33
PRKACG	0
PRKAG1	0
PRKAG2	1
PRKAG3	0
PRKAR1A	0
PRKAR1B	0
PRKAR2A	0
PRKAR2B	65
PRKCA	0
PRKCB	0
PRKCD	1
PRKCE	0
PRKCG	0
PRKCH	3
PRKCI	0
PRKCQ	0
PRKCZ	0
PRKD1	81
PRKD2	4
PRKD3	27
PRKDC	22
PRKG1	0
PRKG2	0
PRKRA	0
PRKRIR	0
PRKX	16
PRKY	0
PRL	1
PRLH	0
PRLHR	0
PRLR	0
PRM1	0
PRMT1	0
PRMT2	0
PRMT3	0
PRMT5	0
PRMT6	0
PRMT8	0
PRNP	16
PROC	0
PROP1	0
PROS1	82
PROX1	0
PROZ	0
PRPF18	0
PRPF19	0
PRPF3	0
PRPF4	1
PRPF40A	0
PRPF4B	3
PRPF6	0
PRPF8	0
PRPH	9
PRPH2	0
PRPS1	0
PRPS1L1	0
PRPS2	0
PRPSAP1	0
PRPSAP2	0
PRRG1	0
PRRX1	4
PRRX2	0
PRSS1	1
PRSS2	0
PRSS3	105
PRSS7	0
PRTFDC1	0
PRTN3	0
PRX	0
PSAP	0
PSEN1	0
PSEN2	0
PSENEN	0
PSG1	0
PSG2	0
PSG4	0
PSG6	0
PSG9	0
PSIP1	1
PSMA1	1
PSMA2	2
PSMA3	1
PSMA4	0
PSMA5	1
PSMA6	0
PSMA7	0
PSMA8	0
PSMB1	1
PSMB10	4
PSMB11	0
PSMB2	0
PSMB3	1
PSMB4	0
PSMB5	0
PSMB6	0
PSMB7	1
PSMB8	161
PSMB9	178
PSMC1	0
PSMC2	0
PSMC3	0
PSMC3IP	0
PSMC4	0
PSMC5	2
PSMC6	0
PSMD1	2
PSMD10	0
PSMD11	2
PSMD12	0
PSMD13	0
PSMD14	0
PSMD2	1
PSMD3	0
PSMD4	0
PSMD5	0
PSMD6	0
PSMD7	0
PSMD8	1
PSMD9	1
PSME1	1
PSME2	7
PSME3	0
PSMF1	0
PSORS1C2	0
PSPC1	0
PSTPIP1	0
PTAFR	0
PTBP1	131
PTBP2	0
PTCH1	3
PTCH2	0
PTCRA	0
PTEN	2
PTENP1	0
PTF1A	0
PTGDR	0
PTGDS	2
PTGDS2	0
PTGER1	0
PTGER2	0
PTGER3	0
PTGES	0
PTGES2	0
PTGES3	0
PTGFR	1
PTGFRN	0
PTGIR	0
PTGIS	0
PTGS1	6
PTGS2	1
PTH	0
PTH1R	0
PTH2R	0
PTHLH	4
PTK2	1
PTK2B	0
PTK6	0
PTMA	0
PTN	16
PTOV1	0
PTP4A1	3
PTP4A2	0
PTP4A3	3
PTPMT1	0
PTPN1	0
PTPN11	0
PTPN12	0
PTPN13	7
PTPN14	0
PTPN18	0
PTPN2	0
PTPN21	0
PTPN22	0
PTPN3	0
PTPN4	3
PTPN5	0
PTPN6	11
PTPN7	1
PTPRA	1
PTPRB	3
PTPRC	109
PTPRCAP	3
PTPRD	6
PTPRE	3
PTPRF	1
PTPRH	0
PTPRJ	0
PTPRK	0
PTPRM	0
PTPRN	2
PTPRN2	0
PTPRO	1
PTPRR	11
PTPRS	0
PTPRT	0
PTPRU	0
PTPRZ1	20
PTRF	15
PTS	0
PTTG1	68
PTTG2	0
PTX3	62
PUF60	0
PUM2	0
PURA	1
PURB	0
PVR	0
PVRL1	0
PVRL2	0
PVRL3	0
PVRL4	0
PWP1	0
PXDN	1
PXMP3	0
PXN	0
PYCARD	58
PYGB	1
PYGL	27
PYGM	1
PYGO1	0
PYGO2	0
PYROXD1	1
PYY	0
PZP	0
QARS	1
QDPR	1
QKI	1
QRFP	0
QRFPR	0
QSK	0
RAB10	0
RAB11A	0
RAB11B	1
RAB11FIP1	0
RAB11FIP2	3
RAB11FIP3	0
RAB11FIP4	0
RAB11FIP5	2
RAB13	20
RAB14	0
RAB15	83
RAB17	0
RAB18	0
RAB1A	0
RAB1B	0
RAB1C	0
RAB22A	0
RAB23	2
RAB25	21
RAB26	51
RAB27A	40
RAB27B	0
RAB2A	0
RAB31	0
RAB32	0
RAB33B	0
RAB34	0
RAB35	0
RAB36	0
RAB37	0
RAB39	0
RAB3A	211
RAB3B	0
RAB3C	0
RAB3D	0
RAB3GAP1	0
RAB3GAP2	0
RAB3IP	0
RAB41	0
RAB4A	0
RAB4B	0
RAB5A	0
RAB5B	0
RAB5C	0
RAB6A	0
RAB6B	43
RAB6C	0
RAB7A	0
RAB8A	22
RAB8B	1
RAB9A	1
RAB9B	0
RABEP1	0
RABEPK	0
RABGEF1	0
RABGGTA	0
RABGGTB	0
RABIF	1
RAC1	0
RAC2	10
RAC3	0
RACGAP1	30
RAD1	2
RAD17	0
RAD18	0
RAD21	0
RAD23A	0
RAD23B	0
RAD50	0
RAD51	0
RAD51AP1	0
RAD51C	0
RAD51L1	0
RAD51L3	0
RAD52	0
RAD54B	0
RAD54L	2
RAD9A	1
RAD9B	0
RAE1	0
RAET1E	0
RAET1G	0
RAF1	1
RAG1	0
RAG2	0
RAGE	0
RAI14	0
RALA	17
RALB	0
RALBP1	1
RALGDS	0
RALY	0
RALYL	0
RAMP1	1
RAMP2	0
RAMP3	4
RAN	1
RANBP1	0
RANBP10	0
RANBP2	1
RANBP3	0
RANBP6	0
RANBP9	0
RANGAP1	0
RANP1	0
RAP1A	0
RAP1B	0
RAP1GAP	100
RAP2A	9
RAP2B	2
RAP2C	0
RAPGEF1	0
RAPGEF2	10
RAPGEF3	0
RAPGEF4	15
RAPGEF5	16
RAPGEF6	0
RAPH1	0
RAPSN	0
RAPTOR	0
RARA	0
RARB	0
RARG	0
RARRES3	1
RARS	0
RASA1	4
RASA2	0
RASA3	0
RASAL2	0
RASD1	0
RASD2	0
RASGRF1	2
RASGRF2	0
RASGRP1	1
RASGRP2	0
RASGRP3	0
RASGRP4	0
RASIP1	1
RASSF1	0
RASSF2	0
RASSF4	0
RASSF5	0
RAVER1	0
RAVER2	0
RAX	0
RB1	1
RB1CC1	0
RBAK	0
RBBP4	80
RBBP5	0
RBBP7	0
RBBP8	125
RBCK1	1
RBKS	0
RBL1	0
RBL2	0
RBM10	0
RBM14	0
RBM17	0
RBM22	0
RBM23	0
RBM24	0
RBM25	0
RBM28	0
RBM39	0
RBM4	0
RBM41	0
RBM42	0
RBM4B	0
RBM5	0
RBM7	0
RBM8A	0
RBM9	0
RBMX	0
RBMY1A1	0
RBP1	4
RBP2	0
RBP4	0
RBPJ	0
RBPJL	0
RBPMS	1
RBPSUHL	0
RBX1	0
RCAN1	21
RCC1	0
RCC2	0
RCHY1	1
RCN2	0
RCOR1	2
RCOR3	0
RCVRN	0
RDBP	0
RDH10	0
RDH5	0
RDX	63
REC8	1
RECK	0
RECQL	1
RECQL4	0
RECQL5	0
REEP5	0
REG1A	0
REG3A	0
REL	0
RELA	4
RELB	0
RELN	95
REM1	0
REN	0
RENBP	0
REPS2	0
RERE	0
RESDA1	0
REST	0
RET	1
REV1	0
REV3L	2
REXO2	0
REXO4	0
RFC1	1
RFC2	52
RFC3	19
RFC4	82
RFC5	33
RFFL	0
RFNG	0
RFWD2	0
RFX1	0
RFX2	0
RFX3	0
RFX4	0
RFX5	0
RFX6	0
RFXANK	0
RFXAP	0
RG9MTD1	0
RGL1	8
RGL2	0
RGL3	0
RGL4	0
RGMA	0
RGMB	0
RGPD5	0
RGR	0
RGS1	42
RGS10	1
RGS11	0
RGS12	0
RGS13	2
RGS14	0
RGS16	8
RGS17	3
RGS18	0
RGS19	1
RGS2	2
RGS20	9
RGS3	0
RGS4	50
RGS5	1
RGS6	0
RGS7	4
RGS8	0
RGS9	0
RHAG	0
RHEB	0
RHO	0
RHOA	0
RHOB	21
RHOBTB1	4
RHOBTB2	0
RHOC	105
RHOD	8
RHOF	1
RHOG	3
RHOH	7
RHOJ	0
RHOQ	0
RHOT1	0
RHOT2	0
RHOU	0
RHOV	0
RHOXF2	0
RHPN1	0
RHPN2	0
RIC8A	0
RICH2	11
RICS	12
RICTOR	0
RIF1	1
RILP	0
RIMS1	0
RIMS2	169
RIN1	0
RIN2	0
RIN3	0
RING1	0
RINT1	1
RIOK3	0
RIPK1	9
RIPK2	0
RIPK3	0
RIPK4	0
RIPK5	0
RIT1	15
RIT2	17
RLBP1	0
RLN1	0
RMI1	11
RMI2	0
RMP	0
RNASE1	0
RNASE2	0
RNASE3	0
RNASE4	10
RNASE6	87
RNASEL	0
RNASEN	0
RND1	0
RND2	0
RND3	9
RNF11	2
RNF111	0
RNF12	0
RNF123	0
RNF128	0
RNF13	0
RNF139	0
RNF14	0
RNF167	0
RNF19A	0
RNF2	0
RNF25	0
RNF34	1
RNF4	0
RNF40	0
RNF41	0
RNF5	0
RNF8	0
RNGTT	0
RNH1	0
RNMT	0
RNPEPL1	0
RNPS1	0
ROBLD3	0
ROBO1	4
ROBO2	0
ROBO3	1
ROBO4	0
ROCK1	1
ROCK2	0
ROD1	0
ROM1	0
ROPN1	0
ROPN1B	0
ROR1	0
ROR2	0
RORA	2
RORB	0
RORC	0
ROS1	0
RP11-631M21.2	0
RP2	4
RP9	0
RPA1	5
RPA2	4
RPA3	28
RPA4	0
RPE65	0
RPGR	0
RPGRIP1	0
RPH3A	154
RPH3AL	0
RPL10	0
RPL10A	0
RPL11	0
RPL12	0
RPL13	0
RPL13A	0
RPL14	0
RPL15	0
RPL17	0
RPL18	0
RPL18A	0
RPL19	0
RPL21	0
RPL22	0
RPL23	0
RPL23A	0
RPL24	0
RPL26	0
RPL26L1	0
RPL27	0
RPL27A	0
RPL28	0
RPL29	0
RPL3	0
RPL30	0
RPL31	1
RPL32	0
RPL34	0
RPL35	0
RPL35A	0
RPL36	0
RPL36A	0
RPL36AL	0
RPL37	0
RPL37A	0
RPL38	0
RPL39	0
RPL3L	0
RPL4	0
RPL41	0
RPL5	0
RPL6	0
RPL7	0
RPL7A	0
RPL8	0
RPL9	0
RPLP0	0
RPLP1	0
RPLP2	0
RPN1	71
RPN2	2
RPP14	0
RPP21	0
RPP25	0
RPP30	0
RPP38	0
RPP40	0
RPRM	7
RPS10	0
RPS11	0
RPS12	0
RPS13	0
RPS14	0
RPS15	0
RPS15A	0
RPS16	0
RPS17	0
RPS18	0
RPS19	0
RPS2	0
RPS20	0
RPS21	0
RPS23	0
RPS24	0
RPS25	0
RPS26	0
RPS27	0
RPS27A	0
RPS28	0
RPS29	0
RPS3	0
RPS3A	0
RPS4X	0
RPS4Y1	0
RPS5	0
RPS6	0
RPS6KA1	3
RPS6KA2	7
RPS6KA3	0
RPS6KA4	0
RPS6KA5	0
RPS6KA6	0
RPS6KB1	0
RPS6KB2	0
RPS7	0
RPS8	0
RPS9	0
RPSA	0
RQCD1	0
RRAD	0
RRAGA	1
RRAGC	0
RRAS	8
RRAS2	4
RREB1	0
RRH	0
RRM1	49
RRM2	144
RRM2B	0
RRN3	0
RRP9	0
RS1	0
RSBN1	0
RSF1	0
RSL1D1	0
RSRC1	0
RSU1	0
RTKN	0
RTN1	1
RTN2	0
RTN4	0
